author	comment	vote	snownlp
獨孤島主	时间 太久 不 记得 白夜 行 具体 展开 方式 不 讨论 问题 直觉 上 个人 觉得 少年 里 小北 陈念 情义 非常 逼近 王度庐 古城 新月 中柏俊青 对白 月梅 感情 那种 一生 都 失败 唯有 成功 彻骨 卑绝 好像 改换 年龄 差 少年 里 原样 复制 一遍 导演 绝对 没 功夫 读 这本 小说 挺好的 营造 出令 观众 完全 浸入 中国 景观 可能 有点 习惯 掐头去尾 斩 中间 国片 观众 感到 意外 上映 首日 几乎 所有 看过 此片 朋友圈 正在 日子 都 代入 资深 边缘 人 角色 这才 教人 大开眼界	14	0.9999999999999996
谋杀游戏机	好久没 看到 真实 凛冽 有力 华语 挺好的 保护 世界 保护 看 完 心情 澎湃 无法平息 不负 这么久 期待 太好 导演 太好 两位 演员 摄影 配乐 都 很 出彩 诸多 近景 特写镜头 注视 下 素颜 剃平寸 周 冬雨 呈现出 继 七月 安生 后 最 质感 表演 彻底 跳出 同质化 角色 套路 多场 哭戏 都 演绎 深入人心 周 冬雨 再次 扎实 演技 证明 影后 实力	1029	0.9999999999999993
哲子12138	从来 没 经历 校园 喜欢 看过 别人 经历 从没 站 受害者 角度 考虑 以为 普通 打打闹闹 说来惭愧 题材 校园 好看 很多 挖掘 人 内心 东西 论述 故事 方式 主演 顶流加 影后 扮演 乖乖女 学霸加 小混混 演技 出色 剧组 出自 七月 安生 配乐 还 专门 出 OST 都 好 喜欢 多大 咖 媒体 人 都 看过 没 说 不错 真 不错 热度 早就 被告 人 根本 不是 抵制 不错 演员 偏见 不要 观众 指手画脚 观众 没有 义务 去 评判 是否 不错 上映 权利 花钱 去 看 原作者 出书 不去 抵制 出 书 上市 卖 不 大家 买 机会 翻拍 权利 造成 现在 局面 网友 骂骂咧咧 东西 根源 去 制止 骂 导演 演员 观众 毛用 不是 全民 抵制 不错 作品 不错 风气 彻底 消失 凡事 根源 去 解决	843	0.9999999999999993
晚不安	2010 年代 华语 青春片 泥沙俱下 势如破竹 面貌 出现 新一代 观众 面前 错误 观念 建立 拥护 不 甘心 人 力量 慢慢 聚拢 狗 十三 嘉年华 春天 少年 击穿 太平无事 下 赋 新诗 强说 愁 周 冬雨 雀斑 张雪迎 长满 粉刺 额头 都 刺破 光鲜亮丽 虚伪 第一步 事件 表现 事件 方法 坠 楼 挨 装上 铁栏杆 真实 限度 社会 议题 里 到底 现实 柔光 爱情 蒙太奇 结局 真实 可怖 眼泪 最后 目标 技术 类型 地下 市场 作者 导编 摄 剪演 完成 程度 团队 做 完全 部 选择 大部分 二刷 完 认定 摄影 最 突出 曾国祥 完全 证明 专业 优秀 导演 出色 在于 原本 深刻 极易 陷入 廉价 故事 拍 高级 药神	19	0.9999999999999993
烧焦的鱼	弟弟 演技 太 人 惊喜 哭 戏 处理 特别 棒 令人 十分 动容 导演 节奏 把握 很 好 拍 很 细腻 大量 近景 很 考虑 演员 演技 喜欢 这部 影片 表达 深层 含义 没有 生活 一帆风顺 底层 小北 依然 心怀 希望 生活 不是 一无是处 黑暗 星光 这部 影片 意义 真的 不 看到 曾经 强烈推荐 大家 去 观影	3986	0.9999999999999993
基瑞尔	实力 放大 版 悲伤 逆流 成河 继续 好看 给予 最 宝贵 真诚 关注 招牌 白底黑字 片尾 喊话 已经 心累 只能 正面 想到 陈念 找 有用吗 那段 呼喊 已 范围 内 最大 努力 感觉 两位 演员 很 好 电话 两端 隐忍 嚎啕 之于 周 冬雨 情绪 戏 控制 精准 体现 远景 处理 角色 形象 带来 本身 不多 台词 设计 尚算 新人 易 烊 千玺 减轻 莫名 压力 那段 距离 守护 同走 夜路 陪伴 每个 人 都 曾 渴望 善意	40	0.9999999999999991
改个名字	总有 人 曾 少年 这句 话 非常 戳 希望 学生 孩子 陷入 迷茫 低落 时 都 小北 找到 希望 温暖 信念 未来 两位 主演 易 烊 千玺 周 冬雨 表现 挖 心来 形容 毫不 夸张 说 即将 奔 三 这种 守候 给予 对方 希望 真挚 情感 打动 几度 眼眶 湿润 保护 世界 保护	843	0.9999999999999991
开膛手贝塔	细节 胜利 生活 胜利 矫揉造作 脱离现实 柔光 滤镜 姿态 暧昧 全部 撕破 面子 上 伸手 进 里子 拉出 黑色 蓝色 鲜红 透明 看 看到 里面 无奈 无助 无处 躲藏 无穷无尽 无处不在 少年 少年 样子 少年 样子 善良 不会 表达 知道 善良 样子	22	0.9999999999999991
后自愈	曾国祥 太会 拍 故事 人物 依然 发挥 七月 安生 中 长处 不停 穿插 闪回 倒叙 丝毫 不 显 杂乱 欺凌 之外 最 重要 最 戳 中 一点 拍出 两个 孤独 灵魂 碰撞 两个 孤立无援 人生 互相 拯救 处理 文本 曾国祥 留下 个人风格 陈念 小北 两个 人 那段 很 快乐 时光 很大 程度 上 影像 传达出来 灯光 运用 不断 特写 都 能够 感受 影片 两个 人 小心翼翼 保护 温柔 陈念 去 监狱 探望 小北 那场 戏 两个 人 一句 台词 都 没有 无声 胜有声 银幕 外 哭 泣不成声	165	0.9999999999999984
不良生	永远 不要 怀疑 人性 当中 恶 一部分 不要 以为 只会 存在 成人 世界 里 少年 宇宙 牺牲 甘愿 同样 软弱 欺凌 大人 森林 迂回 污秽 同样 有护全 真理 少年 是否 能够 对抗 大人 世界 无关 人性 幽微 有染 丰美 优沃 土壤 包裹 畸形 根茎 腐烂 黝黑 烂泥 栽育 清亮 生动 花蒂	20	0.9999999999999978
时间之葬	真正 年度 惊喜 目前为止 华语 年度 最佳 基本上 今年 嘉年华 题材 现实意义 想必 无需 赘言 令人 惊讶 曾 国祥 这次 方向 上 走 远 周 冬雨 易 烊 千玺 演技 爆发力 都 令人惊叹 尤其 无论是 大胆 板寸 造型 不易 察觉 细微 身体 抽搐 都 看似 弱小 身躯 里 蕴藏 极其 强大 能量 继 七月 安生 后 演技 第二次 蜕变 隐约 感觉 第二座 影后 奖 招手 最 喜欢 一场 审讯 室 里 不断 切换 招供 戏 无望 呐喊 更是 勇敢 控诉 两张 直视 镜头 脸 会 一年 银幕 记忆	1091	0.9999999999999969
匡匡	赢 才 不会 输 往前走 一定 后面 保护 世界 保护 害 两升 眼泪 影片 气息 比较 乱 剪辑 台词 都 有点 问题 所有 张力 皆 来自 两个 人 两个 特别 干净 人 痛苦 方 理解 救赎 痛苦 人 长大 标志 同情 一句 话 送给 两个 人 都 没有 爱 东野 圭 吾 白夜 行 想到 其实 狗咬狗 冠希 老师 凌厉 狠勇 少年	55	0.9999999999999969
口区	很少 看 挺好的 喜欢 曾导 叙述 方式 校园 喜欢 不 容易 忽视 问题 都 一群 上学 孩子 人会 坏 会以 欺负 别人 乐趣 受害者 做 错 魏莱 真的 要说 这种 表面 傻白甜 背地里 恶心 人 真的 想 打死 周 冬雨 易 烊 千玺 演 太好了 俩 个人 一哭 跟着 哭 😂 易 烊 千玺 演出 小混混 哈哈哈 混话 一句 一句 两个 相依为命 少年 走 出来 难 希望 以后 世界 所有 人 都 温柔 以待 所有 校园 喜欢 都 受到 惩罚	327	0.9999999999999958
巴伐利亞酒神	现代 挺好的 标准 看 几乎 一部 满分 作品 扎实 剧本 谱 班底 紧凑 剧情 在线 演技 不俗 调度 适时 转折 校园 喜欢 题材 及时雨 珍贵 残酷 青春 非常 煽动 观众 情绪 一种 类型 都 是从 高考 这座 大 山下 侥幸 逃出来 人 遍体鳞伤 疤 总算 有人 去 揭 觉得 越疼 这部 挺好的 拍 越 好	272	0.9999999999999956
天马星	影片 拍出 很多 青春片 都 没有 青春 本质 学会 长大 学 没有 人教过 不安 惶恐 孤独 梦魇 一点一点 吞噬 灵魂 只 影片 当成 简单 青春片 太小 看 影片 最终 探讨 人 人 阶级 属性 人 善恶 属性 这点 来看 影片 国内 版 寄生虫 二刷 之后 最 喜欢 导演 最后 一场 戏 处理 陈念 去 看守所 探视 小北 两人 都 没 说 两人 对视 对视 笑 哭 哭 笑 观众 已经 明 两人 已经 说 千言万语 最后 两人 坐 上 警车 陈念 最后 一次 小北 对话 其实 两人 坐在 两辆车 上 现实 中 两人 并未 对话 窗外 光 不时 两人 眼上 两人 未 对视 却 探视 时 对视 只不过 一次 光 话 带给 对方 多好 处理 两人 深刻 羁绊 光与影 交会 中深 深刻 观众 心里 挺好的 魅力	41	0.9999999999999929
桃桃林林	题材 做成 真的 很 不 容易 尤其 影片 影像 上 非常 特点 大量 特写镜头 拍 手持 碎片 式 剪辑 营造 出 强烈 恐慌 不安 感 这种 情绪 其实 角色 片中 情绪 影像 方式 最 直接 延伸 观众 易 烊 千玺 周 冬雨 表现 都 很 不错 起码 都 经住 大 银幕 特写 考验 都 变化 导演 其实 很多 小 野心 看看 处理 校园 空间 调度 赢 才 不算 输 很 伤感 很 中 二	6117	0.9999999999999916
西帕克	曾国祥用 显微镜 特写 捕捉 下 一张 脸 加害者 受害者 旁观者 细小 情绪 都 放至 最大 后半段 转变 推理 悬疑 互相 否认 却是 深爱 证明 虐 美 最终 归于 只 无形 手 少年 过早 长大 过早 跳入 那片 河流	35	0.9999999999999907
软绵绵瑞波特	题材 鼓励 1 ⭐ 其实 不太 喜欢 看 沉重 东西 容易 入戏 走 不出 心情 闷闷 其实 不是 校园 喜欢 亲历者 相反 学生 生涯 过得 很 顺利 张扬 旁观者 却 太过 迟钝 错过 机会 拉 一把 机会 想到 以前 有个 女同学 有点 邋遢 全班 男生 欺负 女生 背后 嘲笑 有时候 会 站 出来 维护 欺负 人 朋友 … … 后来 转学 从此 杳无音讯 或许 当时 应该 做 更 多一些 也许 真的 需要 感受 过痛 才能 真的 感同身受 作品 多一点 阴影 暗疮 暴露 光明 之下 方能 黑暗 驱逐	3586	0.9999999999999878
[已注销]	绝大多数 人 遭遇 喜欢 里 没有 爱 爱 人 感受 温暖 可惜 真正 黑暗 里 哭泣 人 看不到 拯救 光 💔 遭受 喜欢 痛苦 熬过来 遇不到 朋友 更 遇不到 爱 片子 很 矛盾 光暗 交织 盲山 嘉年华 并不相同 渴望 救赎 不止 不 想要 拯救 想要 回到 阳光普照 之下 觉得 情感 弥补 校园 喜欢 造成 伤害 实现 救赎 太浅	34	0.9999999999999833
[已注销]	绝大多数 人 遭遇 喜欢 里 没有 爱 爱 人 感受 温暖 可惜 真正 黑暗 里 哭泣 人 看不到 拯救 光 💔 遭受 喜欢 痛苦 熬过来 遇不到 朋友 更 遇不到 爱 片子 很 矛盾 光暗 交织 盲山 嘉年华 并不相同 渴望 救赎 不止 不 想要 拯救 想要 回到 阳光普照 之下 觉得 情感 弥补 校园 喜欢 造成 伤害 实现 救赎 太浅	34	0.9999999999999833
水星是蜉蝣	看 完 删掉 之前 所有 话 深深地 震撼 每个 人 都 可能 会 校园 好看 少年 做事 不看 后果 别人 做 做 会 排斥 会 欺负 好 学生 小混混 一边 如履薄冰 一边 寻求 希望 陈念 找到 希望 北京 小北 找到 希望 陈念 都 小心 重重的 守护 希望 微小 火苗 脚底 下 都 泥沼 抬头 却是 满眼 阳光 最最 深刻 影片 最后 陈念 小北 隔 玻璃 对视 易 烊 千玺 周 冬雨 演 都 好 绝 眼里 都 充满 爱 真正 爱 闭着 嘴 会 眼睛 流 出来 看过 最好 青春片 细腻 温柔 真实 质感 最后 生活 阴沟 里 依然 有人 仰望 星空	61	0.9999999999999774
亵渎挺好的	故事 层次感 做 非常 好 几股 力道 最终 指向 残酷 绝望 具有 社会 现实意义 主题 不便 明说 细节 还 挺直 白 生猛 片子 越往后 导演 水平 越强 第三幕 走向 男孩 女孩 内心 戏 之后 无言 高潮 像是 枝裕 第三度 嫌疑人 附体 导演 视听 语言 做 非常 优秀 这部 挺好的 里 一切都是 加 分项 很少 见 内地 审查 大 环境 下 还 做出 挺好的 创作 团队 很少 见 走出 挺好的院 之后 觉得 说 都 多余 遇到 挺好的 去 看 行	1738	0.9999999999999696
城南草木生	少年 真 好看 导演 摄影 演员 剧本 样样 好 曾国祥 好 易 烊 千玺 好 周 冬雨 好 余静萍 好 很多 好像 差不多 就行了 细节 都 感觉 较真 死 磕 片尾 看到 画 框 卢凯彤 名字 挺好的 写 一首歌 FLY 卢凯彤 这部 挺好的 摄影 余静萍 爱人 挺好的 拍 一半 还 去 重庆 探过 班 爱人 不 想 卢凯彤	35	0.9999999999999616
豆腐皮子儿	呜呜 呜呜 挺好的 还 挺 好看 校园 喜欢 应该 严惩 近日 看到 十岁 小女孩 未成年 犯罪 枉死 再 看到 题材 挺好的 真的 流泪 好久 看 挺好的 没 哭 女主角 周 冬雨 男主角 易 烊 千玺 演技 很棒 很 出色 来说 一部 很棒 挺好的 很 意义 挺好的院 观看	1496	0.9999999999999594
沙雕怂怂	真的 很棒 也许 曾 生活 黑暗 之中 总会 期望 看到 真正 光明 两个 少年 互相 支撑 走向 心中 光明 也许 都 不 容易 过程 几经 波折 黑夜 最后 总会 有光 挺好的 中 所说 保护 世界 保护 喜欢 人 只 想 最好 结局 挺好的 真的 值得	827	0.9999999999999201
氹氹仔	这部 挺好的 题材 很 现实 很 社会 意义 怪不得 艰难 两位 主演 年龄 差 很多 搭 一起 真的 很 适合 不会 人 出戏 冬雨 一如既往 发挥 稳定 金马 影后 四字 弟弟 接 这部 戏 没 科班 磨练 眼神 里 都 戏 青涩 表演 张力 不错 很 天分 金马奖 制作 班底 更是 这部 挺好的 保驾护航 不错	122	0.9999999999999016
Mr. Infamous	曾国祥 太绝 周 冬雨 易 烊 千玺 全程 有种 勒住 脖子 感觉 魏莱是 黑暗 郑易 无力 想要 陈念 艰难 北山 却 删掉 名字 隐喻 绝望 透 残破 生活 里 人 人 生生死死 地暖过 一回 竟是 烈 说 少年 心性 叹 再也 不见 奋不顾身 看 阳光 贴 脸上 二人 静默 无言 哭哭笑笑 愈发 觉得 人间 不堪 痛恨 欺凌 痛恨 高高在上 女警 痛恨 同场 影院 不 呵斥 嬉笑 几个 女孩 世界 同理 心 从来 稀罕物 希望 更多人 尤其 中小学生 看到 挺好的 更 希望 没有 人 需要 感同身受 至少 经历 残酷 到此为止 似乎 察觉到 撤档 后 修改 最后 看到 卢凯彤 名字 开头 胡小蝶 蝶 高楼 下坠	245	0.999999999999897
同志亦凡人中文站	少年 才能 说出 守护 世界 守护 誓言 白夜 行 剧本 植入 中国 高考 校园 好看 语境 曾国祥 东野 圭 吾 成功 实现 拿来主义 审改 结局 幸好 观众 都 不是 傻子 …	39	0.9999999999998541
alain.proust	看到 两种 表现 反思 少年 恶 方式 一是 直 喜欢 场面 二是 表现 少年 爱来 反衬 阅卷 场景 竟然 某种 可能 相反 意义 上 有点 华盛顿邮报 感觉 全片 高考 相关 镜头 处理 其实 暧昧 并非 猛烈 抨击 绝非 赞颂 整齐划一 中 分割 出 陈念 想想 刚 那句 不 交朋友 反抗 最大 力量 融入 直至 超越 实现 反抗 积极 ps 魏莱 真的 不是 吴磊演	132	0.9999999999998308
萨库拉	一片 沦为 易 烊 千玺 粉 不 金像奖 最佳 新 演员 说不过去 每个 高考制度 献祭 青春 人 都 哭 掉 一包 纸巾 都 说 做 挺好的 减分 过程 身为 编剧 最 幸福 事 看到 演员 摄影 音乐 剪辑 导演 人 都 剧本 加 分 尤其 曾 国祥 内地 观察 把握 足以 绝大多数 内地 导演 汗颜 真心 佩服	94	0.9999999999998279
btr	长宁 来福士 四星 半 曾国祥 一种 情绪 无法 言说 东西 影像 化 包括 利用 声音 能力 作者 风格 这部 片中 更 成熟 校园 好看 爱情 缺席 父 母 亲 社会 大 气象 挺好的 层次 足够 丰富 去掉 金句 后半段 节奏 更 紧凑 些 满分	38	0.9999999999997309
Paco	3.5 独 属于 大陆 负 能量 大人 敌 90 00 后 用心 触碰 这点 必须 先于 所有 提及 青少年 视角 专注 坚定 程度 超越 狗 十三 春天 专注 坚定 之下 一定量 娇作 夸大 亦 成 真实 必要 组成 并非 完全 自觉 正片 消极 求解 语气 头尾 安上 口号 化 外壳 显然 冲突 真面目 其实 嘉年华 现实 议题 中 不断 疏远 现实意义 无关 审查 姿态 更 纯粹 混沌 多义 能量 由此而来 更 无法 遮挡 小景 接近 滥用 得益于 易 烊 千玺 挺好的 脸 彻底 确认 © 曾国祥 许月珍 到场	155	0.9999999999996974
溺水沉舟	校园 喜欢 真的 值得 关注 孩子 身心健康 最为 重要 挺好的 主题 社会 关注 话题 主演 主创 用心 扩大 影响 希望 社会 越来越 关注 亲戚 小孩 校园 喜欢 深受其害 挺好的 价值 作用 一部 影响 有益 好 挺好的 👍	1337	0.9999999999996936
一只兔耳朵	青春片 的确 很 容易 引起共鸣 是否 曾 校园 喜欢 受害者 看到 凌虐 场面 会 太阳穴 突突 跳 教育工作者 我定 引导 好 小 雏菊 不 做 施暴者 遭遇 校园 喜欢 正确 解决 对待 近日 未成年人 保护法 重新 修订 挺好的 价值 表达 希望 引发 社会 未成年人 成长 深度 思考	1440	0.9999999999996705
江上	现实生活 太 这种 现象 无论是 小 地方 大城市 人口 集中 性格 各异 会 碰撞 争执 青春 很痛 不是 每个 陈念 都 小北 不是 所有 痛苦 都 迎来 光明 人 不 没有 信念 之前 特别 期待 挺好的 传达 信念 期待 大 班底 带来 视觉享受 期待 不 青春 演绎 整个 挺好的 制作 团队 真的 很 不错	198	0.9999999999996234
陶华碧	少年 这部 挺好的 裹 糖 屎 表面 看 剧情 精彩 好评 如潮 票房 喜人 演员 班底 强大 流量 演技派 演技 可圈可点 校园 喜欢 立意 深刻 有望 冲奖 好像 成为 一部 好 作品 剧本 改编 就算 不错 内容 都 删 还 原著 改编 东西 本质 上 讲 这部 挺好的 烂透 本质 上 腐烂 东西 不配 好评 得奖 明 知道 不错 还 去 支持 人 都 这条 不错 产业链 最后 一关 支持者 以后 没有 立场 去 反 不错 东西 所有 原创 作品 作者 侮辱 创作 侮辱 知乎 里 据理力争 人 两种 法学专业 文学创作 相关 是因为 知道 不错 法律 上 漏洞 我国 不错 定义 维权 多么 艰难 创作 原创 作品 多么 不 容易 这部 挺好的 双标 态度 更是 目前 所有 原创 悲哀 讽刺	231	0.9999999999996223
chou	挺好的院 哭 稀里哗啦 后来 采访 才 知道 原来 导演 拍 两个 版本 结局 一版 悲 走向 一版 现在 播放 很 开心 导演 版本 结局 两个 泥沼 之中 重生 少年 拥有 光明 无数 人 希望 … …	3909	0.9999999999995948
57	看 完 之后 感受 天才 枪手 不是 药神 很 类似 很 强 类型 片 手法 抵达 同样 强度 社会 现实 好莱坞 很 容易 成功 容易 套路 大家 都 倾向 宽容 原谅 不足 内 在于 这种 策略 广义 文化圈 意义 上 不能 工业 能力 提高 等同于 两种 坚硬 现实 反思 程度 加上 诸多 场外 因素 干扰 这会 造成 很大 混淆 跟风 式 夸奖 令人 不适 延展 讨论 少得 可怜 来说 片子 里 戏剧性 强化 出 令人窒息 上升 空间 你死我活 丛林 逻辑 最 重要 社会 背景 最 真实 部分	31	0.9999999999994316
冰桃雪梨	校园 喜欢 需要 重点 关注 问题 相信 金马 班底 实力 金马 影后 演技 千玺 演 太好了 少年 倔强 少年 痛 少年 想要 保护 全世界 都 淋漓尽致 表现 出来 四字 弟弟 前途 不可限量	679	0.9999999999991973
支离疏	平庸 导演 拍 可能 会 悬疑 青春 爱情 路数 上 迷而不返 中间 加些 校园 欺凌 点缀 宣传 上 打着 社会 意义 三观 正确 牌 这部 挺好的 好 在于 细碎 精准 描摹 出 整个 欺凌 现象 生态 青春 共鸣 爱情 感动 生态 中 艰难 耐心 萌发 没有 割裂 交融 五味杂陈 剪辑 太好了 频繁 跳跃 却 几乎 没有 无用 镜头 信息 传达 点到 即止 大量 闪回 交替 决不 拖泥带水 最后 部分 略显 拖沓 个人 以为 监狱 相逢 一幕 结束 比较 好 两人演 好 搁着 难 下狠心 剪去	130	0.9999999999987315
方枪枪	卧槽 看 过程 太 压抑 片子 真的 好 社会 现实 校园 欺凌 青春 故事 犯罪 悬疑 类型 混 搭 很棒 周 冬雨 演技 一如既往 精准 稳 易 烊 千玺 少年 未来 期 两人 最佳 男女 主 提名 毫无 问题	75	0.9999999999985121
阿暖	言情 校园 好看 高考 现实 三 部分 完全 割裂 好像 恶意 嫌疑人 X 白夜 行 不能 真正 合并 成 一部 挺好的 微妙 违和感 无处不在 说 这部 挺好的 锋利 宣泄 情绪 不 觉得 诚恳 铺天盖地 盛赞 大概 是因为 太久 太久 没有 一部 中国 挺好的 里 看到 最 基本 表达 欲 挺 悲哀	24	0.9999999999976001
蜉蝣	现实 题材 里面 强加 东野 圭吾式 悬疑 犯罪 结构 共生 主题 有点 互斥 没关系 导演 能力 两个 演员 演技 压力 之下 暗黑 痛感 全都 撑起来 停不下 流泪 颤栗 口号 中 茫茫 未来 少年 爱 执拗 坚硬	189	0.9999999999951021
眠去	周 冬雨 剃头 之后 背后 拦住 小北 仇恨 眼神 打了个 寒颤 最后 两人 探监 室 隔 玻璃 互望 那段 真的 五星 赞爆 没想到 更 喜欢 现在 挺好的 改动 后 结局 不是 小说 里 白夜 行般 两人 永远 走 黑暗 中 ps 想 郭敬明 导演 看看 究竟 拍才 校园 好看	349	0.9999999999896501
啾啾	学生 时期 青涩 年华 伤痕 笑声 谱成 不 完美 乐章 承载 不止 青春 疼痛 纯真无邪 爱恨 小北 念念 加油	503	0.9999999999872959
随便起一名儿	看 挺好的 首映 两位 主演 演得 很 出彩 情绪 无助 感 体现 很 到位 很 有共情 四字 弟弟 表演 很 惊喜 小 黄鸭 搭档 没有 输曾 国祥 导演 叙事 能力 很赞 五分	13845	0.9999999999853126
Heir	假 想 学 韩国 挺好的 没有 那种 压抑 环境 文化 硬生生 制造 压抑 中国 现实生活 没有 挺好的 中 无助 反面角色 太过 脸谱化 缺少 人性 制造矛盾 人物 两极化 一部 写实性 挺好的 太 失败 整体 挺好的 节奏 把握 不好 看 人 一阵阵 不 舒服 导演 人 观影 体验 这方面 还 需 加强	19	0.9999999999764062
LOOK	3.5 必须 说句 公道话 没有 分级制 情况 下 挺好的 确实 有点 为难 挺好的局 剧本 倒也不是 仅仅 搏 题材 环境 人物 人物 关系 都 很 立体 丰富 张力 展开 过程 非常 层次 直至 高潮 爆破 议题 人物 处境 真实 人性 抉择 展现 淋漓 结局 改了 不改 过于 震撼	308	0.9999999999764022
CharlesChou	种种 天生 限制 剧作 本身 过于 表面 反派 人物 弧为 零 没有 对恶 源头 描写 暗示 观感 上 输给 七月 安生 不少 单纯 表演 性质 题材 真的 不得不 夸曾 国祥 实力 剪辑 演员 情绪 调动 摄影 都 十分 成熟 四字 弟弟 直接 获得 代表性 角色 提名 都 应得	22	0.9999999999751004
