author	comment	vote	snownlp
张小北	词穷 非常 棒 看 出来 修改 痕迹 非常 棒 所有 环节 都 很 好 没 必要 变着 花 夸 以前 都 不 认识 易 烊 千玺 这次 真是 恭喜	582	0.9996924467577037
刘十九	经历 校园 好看 人 很 难 走 出来 挺好的 里 好好 哭 一场	19848	0.9996695986706337
蓝迭殇	一星 东野 圭 吾 不错 可耻 讲 校园 好看 却 好看 原创 不 觉得 讽刺	26	0.999650326614684
皮革业	赢 题材 表演 上 部分 过于 依赖 两位 主演 个人 能力 特别 周 冬雨 前面 不 突出 受难 感 地方 其实 没 必要 特写 故事 真的 相当 东野 圭 吾 … …	33	0.9996451479817958
张茜雅-	校园 喜欢 罪 不错 罪 明白人 都 会 零 容忍 补充 一句 四字 牛 逼 说 东野 圭 吾	30	0.9995881934076817
郁离	想 加个 标签 相信 演员 很棒 导演 很 好 编剧 很 好 来源 很 low	25	0.9995587246118501
春城无处不飞花	刚看 完 冬雨 妹子 一如既往 演技 在线 千玺 弟弟 真的 超出 预料 剧情 很 紧凑 值得一看 吃完饭 上班 会 推荐 朋友 去 看	161	0.9995426081382648
王大根	修改 部分 应该 不 估计 删除 跳楼 尸体 好看 正面 镜头 本来 以为 会 比较 虚化 背景 文艺 青春片 没想到 高考 元素 竟然 占 相当 大 比重 简直 有点 毛坦厂 中学 高考 杀人 事件 意思 GoodChoice 易 烊 千玺 戏份 不算 特别 没太掉 链子 当然 其实 周 冬雨 主场 看来 周 冬雨 吊打 八个 马思纯 没 问题 … … 不得不 由衷 感叹 国内 第一代 养成 系 偶像 终于 愿意 长大 能演 吻 戏 抽烟 最 重要 开 黄腔 老 姐姐 一天 多久 … …	14858	0.9995313770385286
远子	非常 真实 摄人 一面 较为 隐蔽 控诉 演技 遮盖 俗套 悬疑 设定 值得一看	44	0.9995282614159159
Sissi	不要 少年 忘记 少年	2893	0.9995089047434724
婴儿	高考 结束 后 变成 一部 挺好的 一扫 之前 平庸 无趣 羽化 升仙 光影 意象 翅膀 这是 真功夫	0	0.9994506174325778
啊杂野	疼痛 青春 不是 同一个 世界 却 同一个 世界	3139	0.999415827544591
南茜	东野 圭 吾 精选集 真 好看	21	0.999354293250902
九木	希望 生活 中 没有 校园 喜欢	274	0.9991329756292305
your	很 久 终于 今天 去 挺好的院 看 最好 小北 最美 陈念 第一个 问 疼 不 疼 人 保护 世界 保护 世界 阳光明媚	135	0.9991033112231601
*ST斐济猫	终于 看到 一部 时代 国内 应该 出现 文艺作品 表达 彻底 社会 普遍 管制 机制 批判 抵抗 决心 要说 远远 不是 校园 欺凌 可能 压 档期 原因	17	0.9990865918272407
Cicily	这部 挺好的 传达 希望 相信 成长 少不了 伤痛 好 前方 有光	167	0.9990116096422937
寻鹑上	对易 烊 千玺 本来 路 人 演技 惊到 … 真的 演 好 周 冬雨 对视 那场 戏 跟着 哭	21919	0.9989753183014444
小小的人儿	两个 演员 真的 演 很 好 易 烊 千玺 出乎 意料之外 未来 期	100	0.9988345275808702
王治.Eden	导演 真的 应该 看看 同类 韩国片 韩 公主 学学 拍 挺好的 … 镜头 演员 打脸 猛拍 演技 不行 一遍 遍 女主 雀斑 男主 脸上 疤痕	16	0.9986792698524913
豆友198699441	千玺 演技 棒棒 哒 👍	82	0.9984735684934809
蛋挞一口吃俩	东野 圭 吾 精选集 🤗	43	0.9983835610202454
二火山	悲伤 逆流 成河 字面 感觉 曾国祥 全拍 出来	20	0.9983719280863506
Ok绷	少年 很 美好 简简单单 值得 期待	81	0.9983436298172238
惟歆_	易 烊 千玺 演技 真的 惊 周 冬雨 感觉 之前 好 挺好的 镜头 处理 绝 希望 这种 题材 挺好的 多一点	2248	0.9981993788727312
派大星去哪了	上映 不 容易 棒 主演 都 很棒 值得 看	213	0.9981908500890065
jmk	挺好的 质感 很 好 ost 非常 好听 很 贴合 剧情 全程 都 陷入 挺好的 中	1809	0.9980552123823411
第一胖虎	保护 世界 保护 世界 总会 一点 微光 感受 希望 我想 陈念 小北 存在	468	0.9979758389156835
西楼尘	脸上 脏 干净 身上 都 伤 不 疼 想 变 聪明 押 中 人生 想 变 强大 足够 保护 选择 相信 阴沟 里 爬 出 想 活命 闭嘴 身后 不能 同路 不能 并肩 学着 长大 赢 才 没输 乐园 才 天堂 陈念 欠小北 不是 钱 不是 饭 高考 结束 那天 牵着手 迈过 十八岁 盛夏	5144	0.9978930917641546
杨岳岳岳岳	真的 好棒 两个 主角 之间 化学反应 很棒	69	0.9978129585911896
找嘛找pengyou	超出 预期 打动 人心 挺好的	335	0.9976764702361425
1	对千玺 演技 惊呆 很棒 影后 不是 吹 哭戏 太 打动	577	0.9976205892782773
你温柔的爸爸说	真的 很 厉害 两个 人 真的 很 厉害 挺好的 里 从头 哭 尾 跟着 从头 哭 尾 演技 配乐 无愧于 这么久 都 等待 好 片子 不会 埋没	145	0.9975499215027944
不闻回声	一星 演员 东野 圭 吾	19	0.9972435461542433
字母君	正义 睡着 未来 消灭 蝼蚁 监控 罗网 下 无所遁形 幼稚 反抗 大人 计谋 面前 化为灰烬 格局 堪比 天国 地狱 结尾 希望 反而 更加 绝望 幸好 曾国祥 还给 角色 足以 直视 摄像头 勇气	21	0.9971724445185542
次等水货	太 真实 场景 设计 演员 表演 都 完全 没有 雕琢 痕迹 哭 倒 一片 说 今年 国产 最佳 毫不	300	0.997121480190252
啾咪	东野 圭 吾 作品集 改编 版	15	0.9970659614759793
胖傻叉	主创 制作组 真的 都 太棒了 千玺 冬雨 真的 演技 都 在线 希望 世界 更 温柔 更 美好 一点	60	0.9970399372206934
mushroomcloud	Thismovieissointense ! 主创 很 走心 校园 欺凌 真的 很 可怕 受害者 一辈子 都 阴影 学校 老师 真的 态度 漠然 不负责任 亲身 感受 不喜 勿 喷 更 纵容 不良 事件 发生	8654	0.9968273241474651
如鲸向海	看到 校园 喜欢 看到 爱 希望	828	0.9967566587022544
世间	东野 圭 吾 作品集 当然 好看 🤗	100	0.9965666224062544
Jooooooc	想到 人 挺好的院 看 默默 哭泣 易 烊 千玺 演技 🉑 ️	80	0.9964848804705527
LAREINA	世界 其实 没有 黑暗 可能 总会 遇到 人 朋友 会 愿意 去 帮 不是 孤单	1666	0.9963819168171163
梅子先酸	世界 其实 没有 黑暗 可能 总会 遇到 人 朋友 会 愿意 去 帮 不 孤单	1397	0.9963819168171163
炸了炸了砰砰砰	很 庆幸 从小到大 遇到 同学 都 温柔 和善 人	541	0.9961056364836072
陷落美好	题材 第一次 看 千玺 表现 真的 超乎 想象 太棒了 以后 会 越来越 好	104	0.9959893734564849
小费呢	文艺作品 涉及 不错 不配 打分 曾志伟 咸猪 手 没想到 儿子 Ctrl CCtrl V 剪辑 大师 佩服	30	0.9956997881082342
悲伤蛙	绝望 黑暗 生活 里 互相 上 一束 光 保护 世界 保护	74	0.9953834457837315
银杏猫	看到 未来 小北 还 身后 保护 陈念 心中 压抑 苦闷 得到 安慰 救赎 说不出 心中 感觉 感觉 意难平 现在 脑子 乱乱的 只想哭 😭	203	0.9953710826843604
撒野	还 挺 魔幻	25	0.9953106043186482
我和我的猫·	融梗 扎痛 原作 粉丝 心	32	0.9952888645137912
好大一颗黎	喜欢 人 想 好 结局	186	0.9952873058450701
环游行星.	觉得 不错 这件 事 的确 可耻 不得不 说 这部 挺好的 翻牌 嫌疑人 x 献身 白夜 行中 评分 最高 毕竟 融梗天 后 玖 月 晞 七个 字 早已 深入骨髓	257	0.995096257120183
AbcdeF.g 💮	不是 恶意 一星 真的 不值 8.7 分数 太 尼玛 离谱 起码 再扣 2 分 微笑 四字 弟弟 演技 想 强些 周 冬雨 更 不用说 改变 不了 剧情 拖沓 坐在 挺好的院 表演 焦虑 一部 挺好的 所有人 都 夸赞 题材 好 演技 好 却 没有 人 说 剧情 好 大 概率 烂片	18	0.9949818914718048
曼彻斯特的雪	矫情 尴尬 台词 想 表现 文艺 却 犯 后来 通病 一句句 空喊 口号 好比 饥饿 吃 山楂片 只能 获得 几分钟 缓解 四字 撑 不 起来 男 主戏	442	0.9949733727185226
宝贝吃可爱多嘛	挺好的 改成 少年 X 献身	35	0.9940743730052299
(///ˊㅿˋ///)	两个 少年 坚韧不拔 生命力 泥泞 中 野蛮 生长 杂草	2078	0.9939697102167799
小Huyen	保护 世界 保护 小北 加油 !	146	0.9939129595846862
锦鲤妹妹	很 好 不 需要 任何人 祈祷 谢谢 保护 世界	565	0.9937885777243225
难出绿野	一星 周 冬雨 演技 剩下 4 星是 东野 圭 吾 读者 自尊	14	0.9935211388123375
梦钟书	相信 真实 相信 美好 相信 相信 本身 看见 希望 看见 守护	1908	0.9931430755658375
黑狗成	杰克逊 易 本片 作用 远大于 曾国祥 那种 似演 非演 治愈 力 成功 弥补 导演 思维 上 平庸 缺陷	14	0.9927442862651307
🍮布丁酱🍮	打着 校园 好看 旗号 营销 这种 不错 作品 大行其道 何尝 不是 原创 好看	19	0.9927320817794858
乌合之众	不是 每个 人 身边 都 会 小北 希望 每个 人 身边 都 充满 阳光	498	0.9926294932016239
南笙	演员 荧幕 上 撕裂 简直 太 幸福	31	0.9924963878963923
嘟嘟嘟嘟嘟嘟哒	我服 泪 崩 cao 校园 喜欢	601	0.9924241024557772
QIN	出口 台词 句句 伤痛 文学 名言	6255	0.9921524023969894
淋	请 大家 多多 关注 校园 好看	16	0.9920285675989603
Jackson小狐狸	青春 里 没有 小北 保护 保护	1638	0.9918216475998897
储西	每个 人 都 会 看到 或多或少 影子 谢谢 谢谢 谢谢 这部 挺好的 从头 哭 尾 陈念 谢谢 没 放弃 小北 期望 期望 ♥ ️	75	0.9916049722550686
TT Ting	保护 世界 保护 超级 好看 剧情 人物 演 太好了	196	0.9914904249934268
红绿	粉丝 好评 很 正常 毕竟 大多数 粉丝 易 烊 千玺 面前 感性 远远 大过 理性 想 说 不能 明星 演员 不 去 公正 客观 看待 挺好的 本身 抛开 评论 里 不错 部分 不说 本人 不 知道 原著 挺好的 本身 水平 不高 两个 小时 挺好的 前 一个半 小时 里 节奏 缓慢 剧情 拖沓 中心 不 明确 没有 深挖 欺凌 根源 所在 没有 提出 解决 这一 问题 措施 途径 隔靴搔痒 无病呻吟 之作 一星 实在 没 办法 毕竟 不能 0 分	21	0.9913014457658633
亲爱的桂花树🌈	太猛 太猛 太猛 四字 小朋友 太猛	95	0.9912331563826509
卡塔利亚_RIA	看到 周 冬雨 突破 易 烊 千玺 人 惊喜	117	0.9911242213761631
郭痞痞🌈	2019 年 248 部 不再 夸 挺好的 写字 人 知道 不 借鉴 不 不错 纯 原创 好梗会 辛苦 多难 挺好的 本身 10 分 不错 0 分 关注 校园 喜欢 请 别忘了 不错 喜欢	34	0.990185922709417
银	少年 觉得 值得	830	0.9899739168146764
Sprout.Lau	个人 很 喜欢 这种 真实 风格 挺好的 社会 上 阴暗面 太多 应该 暴露 大众 视野 下	7224	0.9894550219647762
殇	少年 遭遇 触痛 野蛮 生长 野草 向上 攀岩 眼里 总是 有光 希望	849	0.9893727324547058
hydejiaqi	看 不得不 夸 一下 四字 厉害 👍 说 东野 圭 吾	30	0.989157672734643
汐雅淳兮	四字 弟弟 演技 惊到 太 厉害 完全 不输 影后 好棒 支持	776	0.9882766628380063
柳飘飘	真的 弟弟 重新认识 眼神 都 带入 值得	1747	0.9878458366580457
萌大大	选 好好 演员 真的 原则 都 抛掉	16	0.9869660612597342
｜麦芒	每个 艺术家 作品 小黄 鸭 弟弟 眼神 很入 戏	704	0.9864520603319226
金基范	保护 世界 保护 保护 一下 原 创作者	25	0.9862361765149111
里边易	啊啊啊 啊啊啊 妈呀 太 好看 啊啊啊 易 烊 千玺 真的 啊啊啊	378	0.9855688118605507
小融资	冲着 导演 周 冬雨 看 金马 班底 一星 导演 一星 女主	1323	0.985332168888625
哈哈哈	东野 圭 吾 书迷 滴血 不错 抄 明目张胆	51	0.9851874874773751
雨果hugo	少年 一次 彻底 豆瓣 评分 信任感 彻底 崩塌 比看 烂片 还 难受 烂片 最 浪费 钱 片子 看 完 回忆起 成长 时期 最 不 愉快 经历 整个 人 心烦意乱 严重 影响 身心健康	27	0.9850700863415053
哪吒男	易 烊 千玺 金马奖 最 年轻 影帝 周 冬雨 金马奖 最 年轻 影后 二封 可惜	185	0.984133642685355
飞天小威廉	一分 东野 圭 吾 剧本 👏 👏 👏	26	0.98338483609032
原	少女 脸红 心跳 少年	191	0.9832044581686651
心跳	小说 抄 东野 圭 吾 挺好的 抄 告白 绝	10	0.9829185581652815
4x久安	出乎意料 看 感触 很深 特别 监狱 对视 呜呜 呜呜 呜呜 呜呜 哭死了 真的 超爱 那段 四字 小 黄鸭绝	401	0.9816607399300894
.	过于 真实 引起 不适 建议 学校 集体 观看	62	0.9815094819384217
纯真博物馆	看 不 说 白夜 行 嫌疑人 X 献身 写 好	21	0.9807219374062995
山鬼	每个 人 心中 都 想要 呵护 保护 人 事 碰巧 都	533	0.980326641977754
可爱的快樂	相信 相信 本身 少年	355	0.9785728436830584
想啊想啊想	周 冬雨 易 烊 千玺 两双 眼睛 真是 珍宝 看着 眼睛 看着 好多 故事	1689	0.9736263438045788
WYF	跟影 后周 冬雨 对戏 觉得 易 烊 千玺 演技 没 跳 可圈可点 期待 更好 发展	366	0.9724821306791819
花花糖	成长 意义	512	0.9721727672449167
BITerSoulRfresh	没 看过 白夜 行 神探 伽利略 我会 四星	28	0.9689258281444227
乱讲噻	好 一部 嫌疑人 周 冬雨 白夜 自首 演技 爆表 献身 行 👏	13	0.9684772419630318
Only	生活 中 黑暗 更 光	194	0.9679189217790001
小四	白夜 行 嫌疑人 X 献身 恶意 很难 不 去 想 三 本书 … …	322	0.9639029710241284
G-Rachel-hiues	最好 未来 想 做且 能够 做	385	0.9617195371302161
l.l.	不 直接 拍 东野 圭 吾	129	0.9590621669207764
嘟嘟熊之父	挺好的 只 拍 一小 段 阴沟 里 短暂 相逢 小北 用尽 全身 力气 陈念 托起 上岸 任由 泥沼 盖过 头顶 挺好的 拍 不到 漫长 余生 伤口 尚未 愈合 疤痕 已 显出 轮廓 通向 光明 大门 仅 打开 一次 更 浑浊 污泥 正 汹涌 影像 时刻 处于 压迫 欲裂 边缘 忽明忽暗 灯 黑云 压顶 雨 嘈嘈切切 声 无处 躲藏 脸 陈念 眼泪 流个 不停 害怕 委屈 不服 都 不是 活下去 勇气 小北 爱	596	0.95875594822322
天边那片云	剧情 假 男 主演 技 尴尬 张一山 完美	173	0.9570376152130222
橙汁儿鬼才	片尾曲 青峰 作词 去 看 真 不是 黑粉 对千玺 周 冬雨 颜 演技 还 属于 路人粉 朋友圈 都 疯狂 安利 放心 去 看 看 完 挺好的 之后 … … 以为 看 东野 圭 吾 嫌疑人 白夜 行 翻拍 剧 … … 几个 场面 太太 太像 那种 说不出 整体 感觉 特别 那种 搞 还 有点 懵 回来 之后 搜 微博 豆瓣 才 知道 原作者 玖 月 晞 恶心 事件 我特 白 瞎 30 块钱 交了 智商 税 原创 真的 太难 版权 意思 真的 太 薄弱 一边 cx 作者 赚 盆满 钵 满 参与 cx 演员 名利双收 另一边 抄 原创 房租 都 可能 交不起 还要 一群 人 骂 酸 写 没人 看 我能 火 本事 … …	276	0.9569732801326152
M.	保护 世界 保护	815	0.9549656990775337
雨	保护 世界 保护	183	0.9549656990775337
Xxxxx-yee	保护 世界 保护	182	0.9549656990775337
我爱五三	保护 世界 保护	236	0.9549656990775337
lalalalaaa	原作者 好看 人	276	0.9549178590795525
一点点浮夸	不错 东野 圭吾能 不 好看 演技 及格 剧情 节奏 杂乱	282	0.9549115273289378
老袁	刚 有点 难以 进入 看到 后来 哭 到头 肿 会 矫情 感人 好 哭	152	0.9521691728686941
犹在镜中	最 喜欢 后面 那一吻	64	0.9521051680217792
Hugo	心智 成熟 面容 年轻	644	0.9519963236566947
沙老怪	惊掉 下巴 这才 想 拍 挺好的	22	0.9508542846937046
怪兽不长肉	不 喜欢 白夜 行 非常 压抑	1255	0.9502974463018136
小函BB	保护 世界 保护 小北 陈念 谢谢 十月 末尾 见	228	0.9496436304972695
清醒废人	白夜 行 嫌疑人 真的 很 好看 不 影响 一星	9	0.9471044061503785
阳sir	女警察 问 陈念 不 信 老师 不 信 学校 不 信 警察 心里 真的 没有 答案 陈念 算是 幸运 真的 有过 上学 期间 全班 孤立 欺负 会 知道 身后 没有 小北 没有 垃圾桶 里 放过 熬 再 熬	39	0.9451428167909339
桃李不言	负 分给 原著 满分 导演 演员	27	0.9431573708246183
笑劈叉	无病呻吟 青春 蛋疼 小 挺好的 … 没有 吹 好 节奏 很 缓慢 …	492	0.9419452835907791
Onismtree	太绝 两位 演 真是太 绝 曾 国祥 这种 故事 拍 细腻	3465	0.9350328167463658
Fine	小北 眼睛 里 有光 生活 阴沟 里 心向 阳光	310	0.9344807847950973
豆豆	好 感动	240	0.9288214001228737
WASTELAND.	双 主角 演技 在线 怎奈 少年 只爱 不错	31	0.9238360924968089
怀璧不予	看 完 挺好的 走 出来 电梯 男友 聊 剧情 说 遇到 事 一定 告诉 我会 保护 看着 说 会 保护	121	0.9234638932355378
嘛咪嘛咪吽	易 烊 千玺 挺 好 粉丝 太尬	2845	0.9218496789953496
SebMia	王尔德 告诉 全掉 阴沟 里 人 却 仰望 星光 但他却 忘 提醒 仰望 星光 后 阴沟 里会 显得 更加 阴暗	15	0.920723753136525
SebMia	王尔德 告诉 全掉 阴沟 里 人 却 仰望 星光 但他却 忘 提醒 仰望 星光 后 阴沟 里会 显得 更加 阴暗	15	0.920723753136525
melaniejng99	易 烊 千玺 加油	206	0.9197017086687888
明知你不在还是	不错 深读 白夜 行 X 献身 再 看 觉得 垃圾	20	0.9176706275425498
的的儿	小北 真的 太 温柔 陈念 希望 所有 温柔 都 陈念	822	0.9176494193775749
河狸	按理说 辛苦 拍摄 演员 工作人员 不 应该 背 原著 锅 不能 助长 歪风邪气	22	0.9151392835968223
今天也很仙	典型 无病呻吟 青春 疼痛 片 一点 都 不 接地 气 矫情 一米	5390	0.9109816219578748
sunnyqing	必须 5 分 哭 完大 半场 心疼 两个 小朋友 再 难 再 苦 生活 会 希望 不要 放弃	63	0.9085365049212194
没事写写豆瓣	共生 关系 可不 白夜 行	15	0.9067304256941434
周沐君	太长 看到 后来 头疼 千玺 脸 真 适合 大 荧幕 希望 早日 成为 真正 演员	45	0.9031378641765541
不吃晚饭	快赢 好不好	250	0.888240927295812
来一斤栗子	开拍 期待 挺好的	171	0.8795361764027398
扎心魔仙	成长 破 茧 出 争夺 缝隙 里 一丝 阳光	3553	0.8791821013366027
圈圈	刚 走出 挺好的院 影评 缓缓 … 太 真实 只能 说 剧组 牛 逼	179	0.8706305480046215
ncbdwdmz	周 冬雨 发挥 稳定 易 烊 千玺 远超 预期	38	0.8667645924002516
ncbdwdmz	周 冬雨 发挥 稳定 易 烊 千玺 远超 预期	38	0.8667645924002516
青苔	一人 拼尽 所有 未来	491	0.8556257195905591
叉烧包	剧本 太 拖沓 节奏 缓慢 不 好看	346	0.8493399111720081
盐粗	好 演员 好 团队 去 选 一部 不错 作品 这部 片子 拍 再 好 上 不了 台面 心疼 易 烊 千玺 主创 宣传 都 没发	63	0.8345296174401735
牧云	评分 虚高 没 好看 莫名其妙 剧情 最后 居然 看 出来 白夜 行 视感	33	0.831367198674322
whyme	嫌疑人 小北 献身	9	0.8294457583903977
女神的秋裤	没想到 校园 欺凌 拍 引人入胜 完成度 非常 高 手持 镜头 近身 特写 交叉 剪辑 镜头 语言 非常 丰富 演技 无痕 最 重要 真实 现实 不是 学校 无为 无力 不是 警察 无能 无奈 问题 不 欺凌 社会 真相 宣誓 肮脏 罪恶 角落 剪辑 一起 讽刺 生猛 戳心 片子 上 不 容易	28	0.8158661432378622
周二一_	北望 今心 陈年 不 移 演员 易 烊 千玺	351	0.8068431271391278
紫苏	曾国祥 易 烊 千玺 拍出 张震 感觉	64	0.8065531787509499
池浅	家长 应该 门槛	149	0.8002530269608988
